status	path	lb_added	main_removed	decision	basis
M	src/des/animation/scenes/temp_control_scene.rs	10	609	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/animation/scenes/two_disease_scene.rs	10	267	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/animation/scenes/warehouse_track3t_scene.rs	10	726	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/animation/scenes/wind_mppt_scene.rs	10	291	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/animation/types.rs	110	516	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/child.rs	10	142	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
D	src/des/entity_conn.ts/conn.rs	0	53	KEEP	main-only file (complete, tested content kept verbatim)
A	src/des/entity_conn_ts/conn.rs	19	0	SKIP	main-lb foundation module; main uses its own foundation
A	src/des/entity_conn_ts/mod.rs	7	0	SKIP	main-lb foundation module; main uses its own foundation
M	src/des/entity_decision/binary_decision.rs	51	201	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/entity_decision/decision.rs	53	176	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/entity_decision/mod.rs	6	2	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/entity_decision/probability_decision.rs	87	367	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/entity_moving/mod.rs	5	2	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/entity_moving/moving.rs	143	489	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/entity_processing/mod.rs	6	2	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/entity_processing/per_individual_processor.rs	233	235	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/entity_processing/processing.rs	18	465	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/entity_processing/value_adder.rs	17	278	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/entity_queue/mod.rs	5	1	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/entity_queue/queue.rs	66	225	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/entity_routing/entity_splitter.rs	17	220	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/entity_routing/mod.rs	6	2	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/entity_routing/output_routing_policy.rs	48	152	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/entity_sink/generic_sink.rs	17	125	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/entity_sink/mod.rs	6	2	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/entity_sink/sink.rs	17	182	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/entity_source/mod.rs	5	1	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/entity_source/source.rs	21	448	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/entity_travel/mod.rs	5	1	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/entity_travel/time_delay.rs	21	215	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
D	src/des/extensive_tests.rs	0	186	KEEP	main-only file (complete, tested content kept verbatim)
M	src/des/general/actor_critic_gridworld.rs	11	275	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/adapter_utils.rs	10	174	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/advanced_optimization_control_adapter.rs	10	657	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/classical_optimization_adapter.rs	10	659	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/collaborative_inference_adapter.rs	10	347	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/computer_network_adapter.rs	10	374	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/domain_application_adapter.rs	9	516	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/feasibility_pipeline_adapter.rs	10	521	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/internal_solver_network_adapter.rs	10	642	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/learning_optimization_adapter.rs	10	577	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/math_blocks_adapter.rs	10	601	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/mdp_adjacent_adapters.rs	10	836	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/milp_bnb_adapter.rs	10	706	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/mod.rs	10	2	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/multistage_sddp_adapter.rs	10	200	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/network_flow_adapter.rs	10	680	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/network_flow_adapters.rs	10	574	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/neural_network_adapters.rs	10	463	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/nonlinear_forecasting_adapter.rs	10	133	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/nonlinear_optimization_adapter.rs	10	349	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/optimal_control_adapters.rs	10	706	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/shortest_path_adapter.rs	10	263	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/signal_transforms_adapter.rs	10	412	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/simulated_annealing_adapter.rs	10	501	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/statistical_optimization_adapter.rs	10	1092	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/stochastic_flow_mdp_adapter.rs	10	234	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/stochastic_optimization_adapters.rs	10	498	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/adapters/temp_control_adapter.rs	10	290	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/advanced_control_models.rs	11	427	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/advanced_optimization_models.rs	10	1833	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/belief.rs	11	302	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/blackjack.rs	11	415	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/cartesian_state_space.rs	11	330	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/classical_optimization_models.rs	10	2021	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/collaborative_inference.rs	10	1659	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/computer_network.rs	10	1768	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/control_systems/dc_motor.rs	11	660	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/control_systems/empirical_control.rs	11	1419	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/control_systems/linear_algebra.rs	13	13	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/control_systems/mod.rs	8	6	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/control_systems/numerical_solvers.rs	11	165	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/control_systems/observability_controllability.rs	11	1063	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/control_systems/sde_learning.rs	11	858	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/control_systems/stochastic_sde.rs	11	558	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/control_systems/wind_mppt.rs	11	761	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/actor_critic.rs	23	338	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/advanced_optimization.rs	44	1404	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/general/des_base/adversarial_control.rs	36	653	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/argmax.rs	95	85	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/general/des_base/belief_state.rs	26	315	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/composite_station.rs	21	406	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/control_blocks.rs	25	676	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/controller.rs	21	330	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/cut_pool.rs	21	194	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/environment.rs	25	353	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/episode_accounting.rs	26	131	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/finite_horizon_dp.rs	21	525	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/fixed_point.rs	134	276	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/general/des_base/learning_optimization.rs	52	1034	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/general/des_base/linear_vfa.rs	21	434	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/lqr_controller.rs	21	390	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/mod.rs	47	35	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/general/des_base/model_topology.rs	18	28	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/monte_carlo_rl.rs	25	296	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/multi_agent.rs	26	570	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/neural_network.rs	33	428	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/policy_gradient_agent.rs	25	673	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/population_optimizer.rs	30	641	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/preconditions.rs	276	150	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/general/des_base/rl_agent.rs	25	393	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/rl_tokens.rs	27	95	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/runner.rs	133	379	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/general/des_base/semi_mdp.rs	21	466	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/single_state_optimizer.rs	34	597	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/smart_movable.rs	21	201	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/stateful_token.rs	35	455	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/station.rs	156	217	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/general/des_base/transform_entity.rs	135	554	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/general/des_base/tree_search.rs	25	414	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_base/validation.rs	609	243	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/general/des_base/visual_block.rs	39	855	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_lp_bridge.rs	11	445	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_registry.rs	10	834	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/des_spec.rs	11	722	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/dispatch.rs	10	1170	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/do_audit.rs	10	118	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/domain_application_models.rs	11	1783	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/double_integrator_lqr.rs	10	448	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/entity_registration.rs	10	147	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/equation_to_stations.rs	10	723	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
M	src/des/general/expr.rs	58	803	KEEP-main	reviewed vs main-lb: main-lb is an alt scaffold (serde/Result/crate::core); no safe additive idea
M	src/des/general/factmachine_math.rs	11	595	KEEP-main	main-lb version is a stub / alt-phrasing of same logic
